"responseId","serverTimestamp","clientTimestamp","surveyVersion","language","consent","eligible","recentMethod","recentMethodOther","mission","missionOther","firstNeed","firstNeedOther","householdSize","items","spend","categories","categoriesOther","expansionPattern","considered","consideredCategory","consideredCategoryOther","stopReason","stopReasonOther","basketStopWhy","basketStopWhyOther","thresholdNoticed","thresholdAction","thresholdActionOther","zeptoWhy","zeptoWhyOther","zeptoCheckoutMoment","altWhy","altWhyOther","consideredZepto","altZeptoGap","receptivity","channelMix","channelMixOther","city","ageBracket","lifeStage","rawJson"
"BS2-8c0463e1e2a5fdfb05c6116d","23/09/2026 11:54:35","2026-09-23T06:24:31.769Z","2.5","en","TRUE","TRUE","amazon_fresh","","offer_led","","dairy_bread_eggs","","five_plus","seven_ten","400_699","[""dairy_bread_eggs"",""fresh_produce"",""snacks_sweets_beverages""]","","[""planned_items"",""unplanned_browse"",""related_search"",""threshold_add""]","yes","prepared_food_cafe","","buy_elsewhere","","","","yes","added_to_unlock","","","","","close_convenient","","not_sure","","ignored","supermarket_bulk","","Bengaluru","25_34","family_with_children","{""responseId"":""BS2-8c0463e1e2a5fdfb05c6116d"",""clientTimestamp"":""2026-09-23T06:24:31.769Z"",""surveyVersion"":""2.5"",""language"":""en"",""consent"":true,""eligible"":true,""recentMethod"":""amazon_fresh"",""recentMethodOther"":"""",""mission"":""offer_led"",""missionOther"":"""",""firstNeed"":""dairy_bread_eggs"",""firstNeedOther"":"""",""householdSize"":""five_plus"",""items"":""seven_ten"",""spend"":""400_699"",""categories"":[""dairy_bread_eggs"",""fresh_produce"",""snacks_sweets_beverages""],""categoriesOther"":"""",""expansionPattern"":[""planned_items"",""unplanned_browse"",""related_search"",""threshold_add""],""considered"":""yes"",""consideredCategory"":""prepared_food_cafe"",""consideredCategoryOther"":"""",""stopReason"":""buy_elsewhere"",""stopReasonOther"":"""",""basketStopWhy"":"""",""basketStopWhyOther"":"""",""thresholdNoticed"":""yes"",""thresholdAction"":""added_to_unlock"",""thresholdActionOther"":"""",""zeptoWhy"":"""",""zeptoWhyOther"":"""",""zeptoCheckoutMoment"":"""",""altWhy"":""close_convenient"",""altWhyOther"":"""",""consideredZepto"":""not_sure"",""altZeptoGap"":"""",""receptivity"":""ignored"",""channelMix"":""supermarket_bulk"",""channelMixOther"":"""",""city"":""Bengaluru"",""ageBracket"":""25_34"",""lifeStage"":""family_with_children""}"
"BS2-56f8776d648b94d69d340ef6","23/09/2026 11:55:57","2026-09-23T06:25:55.193Z","2.5","en","TRUE","TRUE","bigbasket","","planned_top_up","","staples_packaged_cooking","","three_four","more_than_ten","1000_plus","[""staples_packaged_cooking"",""fresh_produce"",""dairy_bread_eggs"",""snacks_sweets_beverages""]","","[""planned_items"",""unplanned_browse"",""related_search"",""threshold_add""]","no","","","","","","","yes","added_useful","","","","","larger_quantity_value","","not_sure","Choice","added_item","supermarket_bulk","","Hyd","55_plus","family_with_children","{""responseId"":""BS2-56f8776d648b94d69d340ef6"",""clientTimestamp"":""2026-09-23T06:25:55.193Z"",""surveyVersion"":""2.5"",""language"":""en"",""consent"":true,""eligible"":true,""recentMethod"":""bigbasket"",""recentMethodOther"":"""",""mission"":""planned_top_up"",""missionOther"":"""",""firstNeed"":""staples_packaged_cooking"",""firstNeedOther"":"""",""householdSize"":""three_four"",""items"":""more_than_ten"",""spend"":""1000_plus"",""categories"":[""staples_packaged_cooking"",""fresh_produce"",""dairy_bread_eggs"",""snacks_sweets_beverages""],""categoriesOther"":"""",""expansionPattern"":[""planned_items"",""unplanned_browse"",""related_search"",""threshold_add""],""considered"":""no"",""consideredCategory"":"""",""consideredCategoryOther"":"""",""stopReason"":"""",""stopReasonOther"":"""",""basketStopWhy"":"""",""basketStopWhyOther"":"""",""thresholdNoticed"":""yes"",""thresholdAction"":""added_useful"",""thresholdActionOther"":"""",""zeptoWhy"":"""",""zeptoWhyOther"":"""",""zeptoCheckoutMoment"":"""",""altWhy"":""larger_quantity_value"",""altWhyOther"":"""",""consideredZepto"":""not_sure"",""altZeptoGap"":""Choice"",""receptivity"":""added_item"",""channelMix"":""supermarket_bulk"",""channelMixOther"":"""",""city"":""Hyd"",""ageBracket"":""55_plus"",""lifeStage"":""family_with_children""}"
"BS2-d340c69336f23629edd91108","23/09/2026 11:57:01","2026-09-23T06:26:56.736Z","2.5","en","TRUE","TRUE","bigbasket","","stock_up","","","","three_four","more_than_ten","1000_plus","[""fresh_produce"",""staples_packaged_cooking"",""household_home_kitchen""]","","[""related_search"",""planned_items""]","no","","","","","","","yes","paid_fee","","","","","larger_quantity_value","","no","Not confident about bulk orders","added_item","same_app","","Bangalore","35_44","family_with_children","{""responseId"":""BS2-d340c69336f23629edd91108"",""clientTimestamp"":""2026-09-23T06:26:56.736Z"",""surveyVersion"":""2.5"",""language"":""en"",""consent"":true,""eligible"":true,""recentMethod"":""bigbasket"",""recentMethodOther"":"""",""mission"":""stock_up"",""missionOther"":"""",""firstNeed"":"""",""firstNeedOther"":"""",""householdSize"":""three_four"",""items"":""more_than_ten"",""spend"":""1000_plus"",""categories"":[""fresh_produce"",""staples_packaged_cooking"",""household_home_kitchen""],""categoriesOther"":"""",""expansionPattern"":[""related_search"",""planned_items""],""considered"":""no"",""consideredCategory"":"""",""consideredCategoryOther"":"""",""stopReason"":"""",""stopReasonOther"":"""",""basketStopWhy"":"""",""basketStopWhyOther"":"""",""thresholdNoticed"":""yes"",""thresholdAction"":""paid_fee"",""thresholdActionOther"":"""",""zeptoWhy"":"""",""zeptoWhyOther"":"""",""zeptoCheckoutMoment"":"""",""altWhy"":""larger_quantity_value"",""altWhyOther"":"""",""consideredZepto"":""no"",""altZeptoGap"":""Not confident about bulk orders"",""receptivity"":""added_item"",""channelMix"":""same_app"",""channelMixOther"":"""",""city"":""Bangalore"",""ageBracket"":""35_44"",""lifeStage"":""family_with_children""}"
"BS2-6da63c50edfecf992b41a20d","23/09/2026 12:11:10","2026-09-23T06:41:07.824Z","2.5","en","TRUE","TRUE","blinkit","","urgent","","staples_packaged_cooking","","one","four_six","400_699","[""staples_packaged_cooking"",""snacks_sweets_beverages"",""dairy_bread_eggs"",""fresh_produce""]","","[""unplanned_browse"",""planned_items""]","yes","snacks_sweets_beverages","","need_complete","","","","yes","added_to_unlock","","","","","delivery_reliability","","no","","added_item","no_separate_bulk","","","25_34","prefer_not","{""responseId"":""BS2-6da63c50edfecf992b41a20d"",""clientTimestamp"":""2026-09-23T06:41:07.824Z"",""surveyVersion"":""2.5"",""language"":""en"",""consent"":true,""eligible"":true,""recentMethod"":""blinkit"",""recentMethodOther"":"""",""mission"":""urgent"",""missionOther"":"""",""firstNeed"":""staples_packaged_cooking"",""firstNeedOther"":"""",""householdSize"":""one"",""items"":""four_six"",""spend"":""400_699"",""categories"":[""staples_packaged_cooking"",""snacks_sweets_beverages"",""dairy_bread_eggs"",""fresh_produce""],""categoriesOther"":"""",""expansionPattern"":[""unplanned_browse"",""planned_items""],""considered"":""yes"",""consideredCategory"":""snacks_sweets_beverages"",""consideredCategoryOther"":"""",""stopReason"":""need_complete"",""stopReasonOther"":"""",""basketStopWhy"":"""",""basketStopWhyOther"":"""",""thresholdNoticed"":""yes"",""thresholdAction"":""added_to_unlock"",""thresholdActionOther"":"""",""zeptoWhy"":"""",""zeptoWhyOther"":"""",""zeptoCheckoutMoment"":"""",""altWhy"":""delivery_reliability"",""altWhyOther"":"""",""consideredZepto"":""no"",""altZeptoGap"":"""",""receptivity"":""added_item"",""channelMix"":""no_separate_bulk"",""channelMixOther"":"""",""city"":"""",""ageBracket"":""25_34"",""lifeStage"":""prefer_not""}"
"BS2-ccdc7f1ed0f9da9338fb0e49","23/09/2026 12:28:35","2026-09-23T06:58:29.901Z","2.5","te","TRUE","TRUE","local_store","","stock_up","","","","five_plus","more_than_ten","1000_plus","[""staples_packaged_cooking"",""fresh_produce"",""dairy_bread_eggs""]","","[""threshold_add""]","yes","staples_packaged_cooking","","need_complete","","","","not_sure","","","","","","larger_quantity_value","","not_sure","నీడ్","added_item","no_separate_bulk","","శ్రీకాకుళం","55_plus","family_with_children","{""responseId"":""BS2-ccdc7f1ed0f9da9338fb0e49"",""clientTimestamp"":""2026-09-23T06:58:29.901Z"",""surveyVersion"":""2.5"",""language"":""te"",""consent"":true,""eligible"":true,""recentMethod"":""local_store"",""recentMethodOther"":"""",""mission"":""stock_up"",""missionOther"":"""",""firstNeed"":"""",""firstNeedOther"":"""",""householdSize"":""five_plus"",""items"":""more_than_ten"",""spend"":""1000_plus"",""categories"":[""staples_packaged_cooking"",""fresh_produce"",""dairy_bread_eggs""],""categoriesOther"":"""",""expansionPattern"":[""threshold_add""],""considered"":""yes"",""consideredCategory"":""staples_packaged_cooking"",""consideredCategoryOther"":"""",""stopReason"":""need_complete"",""stopReasonOther"":"""",""basketStopWhy"":"""",""basketStopWhyOther"":"""",""thresholdNoticed"":""not_sure"",""thresholdAction"":"""",""thresholdActionOther"":"""",""zeptoWhy"":"""",""zeptoWhyOther"":"""",""zeptoCheckoutMoment"":"""",""altWhy"":""larger_quantity_value"",""altWhyOther"":"""",""consideredZepto"":""not_sure"",""altZeptoGap"":""నీడ్"",""receptivity"":""added_item"",""channelMix"":""no_separate_bulk"",""channelMixOther"":"""",""city"":""శ్రీకాకుళం"",""ageBracket"":""55_plus"",""lifeStage"":""family_with_children""}"
"BS2-96ec8d18b08b821b44ffd4ad","23/09/2026 13:01:30","2026-09-23T07:31:26.867Z","2.5","en","TRUE","TRUE","instamart","","urgent","","staples_packaged_cooking","","three_four","four_six","400_699","[""staples_packaged_cooking""]","","[""threshold_add""]","no","","","","","","","yes","added_to_unlock","","","","","delivery_reliability","","no","","looked_no_add","supermarket_bulk","","","25_34","working_partnered","{""responseId"":""BS2-96ec8d18b08b821b44ffd4ad"",""clientTimestamp"":""2026-09-23T07:31:26.867Z"",""surveyVersion"":""2.5"",""language"":""en"",""consent"":true,""eligible"":true,""recentMethod"":""instamart"",""recentMethodOther"":"""",""mission"":""urgent"",""missionOther"":"""",""firstNeed"":""staples_packaged_cooking"",""firstNeedOther"":"""",""householdSize"":""three_four"",""items"":""four_six"",""spend"":""400_699"",""categories"":[""staples_packaged_cooking""],""categoriesOther"":"""",""expansionPattern"":[""threshold_add""],""considered"":""no"",""consideredCategory"":"""",""consideredCategoryOther"":"""",""stopReason"":"""",""stopReasonOther"":"""",""basketStopWhy"":"""",""basketStopWhyOther"":"""",""thresholdNoticed"":""yes"",""thresholdAction"":""added_to_unlock"",""thresholdActionOther"":"""",""zeptoWhy"":"""",""zeptoWhyOther"":"""",""zeptoCheckoutMoment"":"""",""altWhy"":""delivery_reliability"",""altWhyOther"":"""",""consideredZepto"":""no"",""altZeptoGap"":"""",""receptivity"":""looked_no_add"",""channelMix"":""supermarket_bulk"",""channelMixOther"":"""",""city"":"""",""ageBracket"":""25_34"",""lifeStage"":""working_partnered""}"
"BS2-b847599378b8d3b2d35557bf","23/09/2026 13:56:50","2026-09-23T08:26:47.211Z","2.5","en","TRUE","TRUE","supermarket","","stock_up","","","","three_four","more_than_ten","1000_plus","[""household_home_kitchen"",""staples_packaged_cooking""]","","[""related_search""]","yes","dairy_bread_eggs","","buy_later","","","","yes","added_useful","","","","","larger_quantity_value","","yes","Dmart offers lesser prices for few items","ignored","supermarket_bulk","","Hyderabad","25_34","family_with_children","{""responseId"":""BS2-b847599378b8d3b2d35557bf"",""clientTimestamp"":""2026-09-23T08:26:47.211Z"",""surveyVersion"":""2.5"",""language"":""en"",""consent"":true,""eligible"":true,""recentMethod"":""supermarket"",""recentMethodOther"":"""",""mission"":""stock_up"",""missionOther"":"""",""firstNeed"":"""",""firstNeedOther"":"""",""householdSize"":""three_four"",""items"":""more_than_ten"",""spend"":""1000_plus"",""categories"":[""household_home_kitchen"",""staples_packaged_cooking""],""categoriesOther"":"""",""expansionPattern"":[""related_search""],""considered"":""yes"",""consideredCategory"":""dairy_bread_eggs"",""consideredCategoryOther"":"""",""stopReason"":""buy_later"",""stopReasonOther"":"""",""basketStopWhy"":"""",""basketStopWhyOther"":"""",""thresholdNoticed"":""yes"",""thresholdAction"":""added_useful"",""thresholdActionOther"":"""",""zeptoWhy"":"""",""zeptoWhyOther"":"""",""zeptoCheckoutMoment"":"""",""altWhy"":""larger_quantity_value"",""altWhyOther"":"""",""consideredZepto"":""yes"",""altZeptoGap"":""Dmart offers lesser prices for few items"",""receptivity"":""ignored"",""channelMix"":""supermarket_bulk"",""channelMixOther"":"""",""city"":""Hyderabad"",""ageBracket"":""25_34"",""lifeStage"":""family_with_children""}"
"BS2-53104984a5c5fc9ffddeb45f","23/09/2026 14:43:05","2026-09-23T09:13:02.417Z","2.5","en","TRUE","TRUE","instamart","","urgent","","fresh_produce","","one","four_six","200_399","[""fresh_produce"",""meat_seafood_frozen""]","","[""planned_items"",""unplanned_browse"",""related_search"",""threshold_add"",""removed_items"",""immediate_checkout""]","yes","staples_packaged_cooking","","need_complete","","","","yes","waited","","","","","delivery_reliability","","yes","","ignored","supermarket_bulk","","Hyderabad","25_34","working_alone","{""responseId"":""BS2-53104984a5c5fc9ffddeb45f"",""clientTimestamp"":""2026-09-23T09:13:02.417Z"",""surveyVersion"":""2.5"",""language"":""en"",""consent"":true,""eligible"":true,""recentMethod"":""instamart"",""recentMethodOther"":"""",""mission"":""urgent"",""missionOther"":"""",""firstNeed"":""fresh_produce"",""firstNeedOther"":"""",""householdSize"":""one"",""items"":""four_six"",""spend"":""200_399"",""categories"":[""fresh_produce"",""meat_seafood_frozen""],""categoriesOther"":"""",""expansionPattern"":[""planned_items"",""unplanned_browse"",""related_search"",""threshold_add"",""removed_items"",""immediate_checkout""],""considered"":""yes"",""consideredCategory"":""staples_packaged_cooking"",""consideredCategoryOther"":"""",""stopReason"":""need_complete"",""stopReasonOther"":"""",""basketStopWhy"":"""",""basketStopWhyOther"":"""",""thresholdNoticed"":""yes"",""thresholdAction"":""waited"",""thresholdActionOther"":"""",""zeptoWhy"":"""",""zeptoWhyOther"":"""",""zeptoCheckoutMoment"":"""",""altWhy"":""delivery_reliability"",""altWhyOther"":"""",""consideredZepto"":""yes"",""altZeptoGap"":"""",""receptivity"":""ignored"",""channelMix"":""supermarket_bulk"",""channelMixOther"":"""",""city"":""Hyderabad"",""ageBracket"":""25_34"",""lifeStage"":""working_alone""}"
"BS2-f4624b5dadff08149a93189c","23/09/2026 15:16:15","2026-09-23T09:46:11.885Z","2.5","en","TRUE","TRUE","local_store","","urgent","","household_home_kitchen","","three_four","more_than_ten","1000_plus","[""household_home_kitchen""]","","[""unplanned_browse""]","no","","","","","","","not_sure","","","","","","quality_freshness","","no","","ignored","no_separate_bulk","","Hyderabad","55_plus","prefer_not","{""responseId"":""BS2-f4624b5dadff08149a93189c"",""clientTimestamp"":""2026-09-23T09:46:11.885Z"",""surveyVersion"":""2.5"",""language"":""en"",""consent"":true,""eligible"":true,""recentMethod"":""local_store"",""recentMethodOther"":"""",""mission"":""urgent"",""missionOther"":"""",""firstNeed"":""household_home_kitchen"",""firstNeedOther"":"""",""householdSize"":""three_four"",""items"":""more_than_ten"",""spend"":""1000_plus"",""categories"":[""household_home_kitchen""],""categoriesOther"":"""",""expansionPattern"":[""unplanned_browse""],""considered"":""no"",""consideredCategory"":"""",""consideredCategoryOther"":"""",""stopReason"":"""",""stopReasonOther"":"""",""basketStopWhy"":"""",""basketStopWhyOther"":"""",""thresholdNoticed"":""not_sure"",""thresholdAction"":"""",""thresholdActionOther"":"""",""zeptoWhy"":"""",""zeptoWhyOther"":"""",""zeptoCheckoutMoment"":"""",""altWhy"":""quality_freshness"",""altWhyOther"":"""",""consideredZepto"":""no"",""altZeptoGap"":"""",""receptivity"":""ignored"",""channelMix"":""no_separate_bulk"",""channelMixOther"":"""",""city"":""Hyderabad"",""ageBracket"":""55_plus"",""lifeStage"":""prefer_not""}"
"BS2-cea80b4e2f8773886f282db6","23/09/2026 15:27:09","2026-09-23T09:57:07.124Z","2.5","en","TRUE","TRUE","instamart","","urgent","","dairy_bread_eggs","","three_four","four_six","700_999","[""dairy_bread_eggs""]","","[""planned_items""]","yes","fresh_produce","","need_complete","","","","yes","larger_pack","","","","","delivery_reliability","","yes","","added_item","same_app","","","25_34","working_alone","{""responseId"":""BS2-cea80b4e2f8773886f282db6"",""clientTimestamp"":""2026-09-23T09:57:07.124Z"",""surveyVersion"":""2.5"",""language"":""en"",""consent"":true,""eligible"":true,""recentMethod"":""instamart"",""recentMethodOther"":"""",""mission"":""urgent"",""missionOther"":"""",""firstNeed"":""dairy_bread_eggs"",""firstNeedOther"":"""",""householdSize"":""three_four"",""items"":""four_six"",""spend"":""700_999"",""categories"":[""dairy_bread_eggs""],""categoriesOther"":"""",""expansionPattern"":[""planned_items""],""considered"":""yes"",""consideredCategory"":""fresh_produce"",""consideredCategoryOther"":"""",""stopReason"":""need_complete"",""stopReasonOther"":"""",""basketStopWhy"":"""",""basketStopWhyOther"":"""",""thresholdNoticed"":""yes"",""thresholdAction"":""larger_pack"",""thresholdActionOther"":"""",""zeptoWhy"":"""",""zeptoWhyOther"":"""",""zeptoCheckoutMoment"":"""",""altWhy"":""delivery_reliability"",""altWhyOther"":"""",""consideredZepto"":""yes"",""altZeptoGap"":"""",""receptivity"":""added_item"",""channelMix"":""same_app"",""channelMixOther"":"""",""city"":"""",""ageBracket"":""25_34"",""lifeStage"":""working_alone""}"
"BS2-9016b9a3618ccbc1ea8e5d52","23/09/2026 15:29:47","2026-09-23T09:59:44.396Z","2.5","en","TRUE","TRUE","subscription","","regular_reorder","","","","three_four","four_six","200_399","[""dairy_bread_eggs"",""staples_packaged_cooking"",""household_home_kitchen""]","","[""planned_items"",""related_search""]","no","","","","","","","no","","","","","","close_convenient","","no","Fast and less price","ignored","no_separate_bulk","","Hyderabad","35_44","family_with_children","{""responseId"":""BS2-9016b9a3618ccbc1ea8e5d52"",""clientTimestamp"":""2026-09-23T09:59:44.396Z"",""surveyVersion"":""2.5"",""language"":""en"",""consent"":true,""eligible"":true,""recentMethod"":""subscription"",""recentMethodOther"":"""",""mission"":""regular_reorder"",""missionOther"":"""",""firstNeed"":"""",""firstNeedOther"":"""",""householdSize"":""three_four"",""items"":""four_six"",""spend"":""200_399"",""categories"":[""dairy_bread_eggs"",""staples_packaged_cooking"",""household_home_kitchen""],""categoriesOther"":"""",""expansionPattern"":[""planned_items"",""related_search""],""considered"":""no"",""consideredCategory"":"""",""consideredCategoryOther"":"""",""stopReason"":"""",""stopReasonOther"":"""",""basketStopWhy"":"""",""basketStopWhyOther"":"""",""thresholdNoticed"":""no"",""thresholdAction"":"""",""thresholdActionOther"":"""",""zeptoWhy"":"""",""zeptoWhyOther"":"""",""zeptoCheckoutMoment"":"""",""altWhy"":""close_convenient"",""altWhyOther"":"""",""consideredZepto"":""no"",""altZeptoGap"":""Fast and less price"",""receptivity"":""ignored"",""channelMix"":""no_separate_bulk"",""channelMixOther"":"""",""city"":""Hyderabad"",""ageBracket"":""35_44"",""lifeStage"":""family_with_children""}"
"BS2-951839d7f822439d89a05b1a","23/09/2026 15:31:53","2026-09-23T10:01:51.099Z","2.5","en","TRUE","TRUE","supermarket","","stock_up","","","","five_plus","seven_ten","400_699","[""fresh_produce"",""household_home_kitchen"",""dairy_bread_eggs""]","","[""unplanned_browse""]","not_sure","","","","","","","yes","removed_or_abandoned","","","","","no_fast_delivery_need","","not_sure","Very needy time ordering site","not_sure","supermarket_bulk","","Secunderabad","35_44","family_with_children","{""responseId"":""BS2-951839d7f822439d89a05b1a"",""clientTimestamp"":""2026-09-23T10:01:51.099Z"",""surveyVersion"":""2.5"",""language"":""en"",""consent"":true,""eligible"":true,""recentMethod"":""supermarket"",""recentMethodOther"":"""",""mission"":""stock_up"",""missionOther"":"""",""firstNeed"":"""",""firstNeedOther"":"""",""householdSize"":""five_plus"",""items"":""seven_ten"",""spend"":""400_699"",""categories"":[""fresh_produce"",""household_home_kitchen"",""dairy_bread_eggs""],""categoriesOther"":"""",""expansionPattern"":[""unplanned_browse""],""considered"":""not_sure"",""consideredCategory"":"""",""consideredCategoryOther"":"""",""stopReason"":"""",""stopReasonOther"":"""",""basketStopWhy"":"""",""basketStopWhyOther"":"""",""thresholdNoticed"":""yes"",""thresholdAction"":""removed_or_abandoned"",""thresholdActionOther"":"""",""zeptoWhy"":"""",""zeptoWhyOther"":"""",""zeptoCheckoutMoment"":"""",""altWhy"":""no_fast_delivery_need"",""altWhyOther"":"""",""consideredZepto"":""not_sure"",""altZeptoGap"":""Very needy time ordering site"",""receptivity"":""not_sure"",""channelMix"":""supermarket_bulk"",""channelMixOther"":"""",""city"":""Secunderabad"",""ageBracket"":""35_44"",""lifeStage"":""family_with_children""}"
"BS2-d0d6bd9e2f5d6b1435fcf3e1","23/09/2026 15:37:47","2026-09-23T10:07:41.603Z","2.5","en","TRUE","TRUE","blinkit","","urgent","","dairy_bread_eggs","","two","four_six","below_200","[""dairy_bread_eggs""]","","[""planned_items""]","not_sure","","","","","","","no","","","","","","delivery_reliability","","not_sure","","looked_no_add","no_separate_bulk","","Visakhapatnam","55_plus","prefer_not","{""responseId"":""BS2-d0d6bd9e2f5d6b1435fcf3e1"",""clientTimestamp"":""2026-09-23T10:07:41.603Z"",""surveyVersion"":""2.5"",""language"":""en"",""consent"":true,""eligible"":true,""recentMethod"":""blinkit"",""recentMethodOther"":"""",""mission"":""urgent"",""missionOther"":"""",""firstNeed"":""dairy_bread_eggs"",""firstNeedOther"":"""",""householdSize"":""two"",""items"":""four_six"",""spend"":""below_200"",""categories"":[""dairy_bread_eggs""],""categoriesOther"":"""",""expansionPattern"":[""planned_items""],""considered"":""not_sure"",""consideredCategory"":"""",""consideredCategoryOther"":"""",""stopReason"":"""",""stopReasonOther"":"""",""basketStopWhy"":"""",""basketStopWhyOther"":"""",""thresholdNoticed"":""no"",""thresholdAction"":"""",""thresholdActionOther"":"""",""zeptoWhy"":"""",""zeptoWhyOther"":"""",""zeptoCheckoutMoment"":"""",""altWhy"":""delivery_reliability"",""altWhyOther"":"""",""consideredZepto"":""not_sure"",""altZeptoGap"":"""",""receptivity"":""looked_no_add"",""channelMix"":""no_separate_bulk"",""channelMixOther"":"""",""city"":""Visakhapatnam"",""ageBracket"":""55_plus"",""lifeStage"":""prefer_not""}"
"BS2-e28c2710cb7e5853d47b7b6f","23/09/2026 15:38:39","2026-09-23T10:08:34.114Z","2.5","en","TRUE","TRUE","local_store","","ran_out","","fresh_produce","","three_four","more_than_ten","1000_plus","[""fresh_produce"",""dairy_bread_eggs"",""household_home_kitchen""]","","[""planned_items"",""unplanned_browse""]","not_sure","","","","","","","not_sure","","","","","","larger_quantity_value","","no","","added_item","local_bulk","","Visakhapatnam","25_34","family_with_children","{""responseId"":""BS2-e28c2710cb7e5853d47b7b6f"",""clientTimestamp"":""2026-09-23T10:08:34.114Z"",""surveyVersion"":""2.5"",""language"":""en"",""consent"":true,""eligible"":true,""recentMethod"":""local_store"",""recentMethodOther"":"""",""mission"":""ran_out"",""missionOther"":"""",""firstNeed"":""fresh_produce"",""firstNeedOther"":"""",""householdSize"":""three_four"",""items"":""more_than_ten"",""spend"":""1000_plus"",""categories"":[""fresh_produce"",""dairy_bread_eggs"",""household_home_kitchen""],""categoriesOther"":"""",""expansionPattern"":[""planned_items"",""unplanned_browse""],""considered"":""not_sure"",""consideredCategory"":"""",""consideredCategoryOther"":"""",""stopReason"":"""",""stopReasonOther"":"""",""basketStopWhy"":"""",""basketStopWhyOther"":"""",""thresholdNoticed"":""not_sure"",""thresholdAction"":"""",""thresholdActionOther"":"""",""zeptoWhy"":"""",""zeptoWhyOther"":"""",""zeptoCheckoutMoment"":"""",""altWhy"":""larger_quantity_value"",""altWhyOther"":"""",""consideredZepto"":""no"",""altZeptoGap"":"""",""receptivity"":""added_item"",""channelMix"":""local_bulk"",""channelMixOther"":"""",""city"":""Visakhapatnam"",""ageBracket"":""25_34"",""lifeStage"":""family_with_children""}"
"BS2-31b605bda9199518b10b60ab","23/09/2026 15:40:13","2026-09-23T10:10:10.717Z","2.5","en","TRUE","TRUE","blinkit","","urgent","","dairy_bread_eggs","","three_four","more_than_ten","1000_plus","[""dairy_bread_eggs"",""fresh_produce"",""beauty_personal_wellness""]","","[""unplanned_browse""]","yes","household_home_kitchen","","too_expensive","","","","yes","added_to_unlock","","","","","delivery_reliability","","no","Got used to Blinkit with faster delivery within 8 mins","ignored","same_app","","Vizag","25_34","family_with_children","{""responseId"":""BS2-31b605bda9199518b10b60ab"",""clientTimestamp"":""2026-09-23T10:10:10.717Z"",""surveyVersion"":""2.5"",""language"":""en"",""consent"":true,""eligible"":true,""recentMethod"":""blinkit"",""recentMethodOther"":"""",""mission"":""urgent"",""missionOther"":"""",""firstNeed"":""dairy_bread_eggs"",""firstNeedOther"":"""",""householdSize"":""three_four"",""items"":""more_than_ten"",""spend"":""1000_plus"",""categories"":[""dairy_bread_eggs"",""fresh_produce"",""beauty_personal_wellness""],""categoriesOther"":"""",""expansionPattern"":[""unplanned_browse""],""considered"":""yes"",""consideredCategory"":""household_home_kitchen"",""consideredCategoryOther"":"""",""stopReason"":""too_expensive"",""stopReasonOther"":"""",""basketStopWhy"":"""",""basketStopWhyOther"":"""",""thresholdNoticed"":""yes"",""thresholdAction"":""added_to_unlock"",""thresholdActionOther"":"""",""zeptoWhy"":"""",""zeptoWhyOther"":"""",""zeptoCheckoutMoment"":"""",""altWhy"":""delivery_reliability"",""altWhyOther"":"""",""consideredZepto"":""no"",""altZeptoGap"":""Got used to Blinkit with faster delivery within 8 mins"",""receptivity"":""ignored"",""channelMix"":""same_app"",""channelMixOther"":"""",""city"":""Vizag"",""ageBracket"":""25_34"",""lifeStage"":""family_with_children""}"
"BS2-108a010443d56b91436c5ee2","23/09/2026 15:44:06","2026-09-23T10:14:03.034Z","2.5","en","TRUE","TRUE","bulk_purchase","","planned_top_up","","household_home_kitchen","","two","more_than_ten","prefer_not","[""household_home_kitchen""]","","[""do_not_remember""]","no","","","","","","","no","","","","","","larger_quantity_value","","no","","looked_no_add","local_bulk","","VISAKHAPATNAM","45_54","working_partnered","{""responseId"":""BS2-108a010443d56b91436c5ee2"",""clientTimestamp"":""2026-09-23T10:14:03.034Z"",""surveyVersion"":""2.5"",""language"":""en"",""consent"":true,""eligible"":true,""recentMethod"":""bulk_purchase"",""recentMethodOther"":"""",""mission"":""planned_top_up"",""missionOther"":"""",""firstNeed"":""household_home_kitchen"",""firstNeedOther"":"""",""householdSize"":""two"",""items"":""more_than_ten"",""spend"":""prefer_not"",""categories"":[""household_home_kitchen""],""categoriesOther"":"""",""expansionPattern"":[""do_not_remember""],""considered"":""no"",""consideredCategory"":"""",""consideredCategoryOther"":"""",""stopReason"":"""",""stopReasonOther"":"""",""basketStopWhy"":"""",""basketStopWhyOther"":"""",""thresholdNoticed"":""no"",""thresholdAction"":"""",""thresholdActionOther"":"""",""zeptoWhy"":"""",""zeptoWhyOther"":"""",""zeptoCheckoutMoment"":"""",""altWhy"":""larger_quantity_value"",""altWhyOther"":"""",""consideredZepto"":""no"",""altZeptoGap"":"""",""receptivity"":""looked_no_add"",""channelMix"":""local_bulk"",""channelMixOther"":"""",""city"":""VISAKHAPATNAM"",""ageBracket"":""45_54"",""lifeStage"":""working_partnered""}"
